"DMSO_1"	"DMSO_2"	"DMSO_3"	"DMSO_4"	"DRUGX_1"	"DRUGX_2"	"DRUGX_3"	"DRUGX_4"
"ENSG00000185177.14"	0	0	2	0	0	0	0	0
"ENSG00000180035.13"	403	381	424	480	259	282	366	283
"ENSG00000198464.14"	269	239	234	247	174	211	217	172
"ENSG00000173258.13"	118	102	122	119	66	76	59	65
"ENSG00000127081.14"	103	87	108	79	71	68	72	63
"ENSG00000198298.13"	27	37	33	34	27	28	27	17
"ENSG00000256229.8"	122	107	128	99	71	107	89	61
"ENSG00000243660.12"	32	47	24	47	18	26	28	11
"ENSG00000265763.4"	17	14	14	24	1	2	2	3
"ENSG00000188033.10"	91	75	105	79	115	97	105	111
"ENSG00000177599.13"	24	17	28	22	25	30	26	33
"ENSG00000229676.3"	7	11	7	8	5	13	1	12
"ENSG00000196268.12"	140	112	117	108	96	92	75	70
"ENSG00000162714.13"	991	896	1012	960	568	631	597	521
"ENSG00000174586.11"	212	146	149	210	291	295	280	265
"ENSG00000103199.14"	360	338	328	367	270	287	258	282
"ENSG00000281661.3"	22	15	14	9	5	11	4	2
"ENSG00000281448.3"	14	16	17	8	5	12	7	5
"ENSG00000165655.17"	741	795	894	891	995	1114	1042	986
"ENSG00000081665.14"	57	58	49	53	42	58	39	42
"ENSG00000168813.17"	533	469	644	550	304	374	294	268
"ENSG00000081386.13"	267	241	273	263	199	240	173	173
"ENSG00000198546.15"	678	789	903	929	328	370	356	352
"ENSG00000283496.1"	0	0	0	0	0	3	0	0
"ENSG00000243943.10"	475	438	476	510	405	460	445	367
"ENSG00000196700.9"	1220	1230	1280	1302	1330	1466	1412	1434
"ENSG00000163795.14"	62	93	76	70	82	97	99	91
"ENSG00000144026.14"	435	411	465	377	209	290	218	246
"ENSG00000101493.11"	203	189	209	212	360	337	368	339
"ENSG00000197363.11"	134	147	152	171	105	148	104	130
"ENSG00000177853.15"	471	364	402	316	219	249	221	191
"ENSG00000178163.8"	640	479	595	507	518	580	487	460
"ENSG00000175322.12"	129	108	108	110	25	47	22	36
"ENSG00000198795.11"	4	0	0	0	0	2	1	0
"ENSG00000171443.7"	214	212	227	261	216	237	245	212
"ENSG00000203326.12"	83	63	64	49	40	45	43	35
"ENSG00000167625.11"	316	343	297	357	317	318	327	323
"ENSG00000189164.15"	132	96	122	125	98	79	90	60
"ENSG00000167555.14"	20	15	18	18	23	45	31	20
"ENSG00000186020.13"	218	163	205	211	153	221	164	140
"ENSG00000183647.11"	180	136	163	122	39	54	36	58
"ENSG00000074657.14"	1068	958	1009	970	789	787	747	771
"ENSG00000198633.11"	3	3	3	2	2	4	2	4
"ENSG00000171817.17"	1	6	4	4	13	4	12	4
"ENSG00000118156.13"	1	0	0	0	0	0	2	0
"ENSG00000240225.11"	81	72	67	70	90	120	98	91
"ENSG00000178229.8"	115	105	62	71	59	73	65	50
"ENSG00000198131.15"	511	438	569	518	441	514	420	440
"ENSG00000281526.3"	78	67	72	64	68	56	42	48
"ENSG00000152433.15"	51	48	34	35	48	42	45	32
"ENSG00000188785.12"	194	165	164	181	125	138	125	126
"ENSG00000121406.9"	158	147	173	135	132	129	130	93
"ENSG00000251369.10"	167	159	168	143	161	179	182	146
"ENSG00000204519.11"	155	120	181	152	118	108	128	118
"ENSG00000178935.5"	45	71	62	56	56	43	55	47
"ENSG00000172006.12"	74	80	71	62	66	90	84	69
"ENSG00000186300.12"	90	75	103	68	79	76	56	70
"ENSG00000172000.7"	17	14	23	11	11	17	5	6
"ENSG00000130544.12"	183	112	184	122	150	147	131	106
"ENSG00000167785.9"	183	173	198	195	150	161	122	137
"ENSG00000188321.14"	144	131	154	148	123	152	132	118
"ENSG00000270011.9"	8	30	16	12	14	26	24	8
"ENSG00000171469.11"	634	525	561	562	757	800	756	664
"ENSG00000171466.10"	635	534	576	567	491	585	496	513
"ENSG00000188868.14"	11	11	12	14	17	21	31	19
"ENSG00000249709.8"	79	50	81	93	72	74	83	68
"ENSG00000196357.12"	35	28	37	37	29	36	36	24
"ENSG00000186017.16"	132	120	135	103	116	133	123	107
"ENSG00000189042.14"	104	76	98	108	55	79	49	53
"ENSG00000198453.15"	108	97	69	92	78	103	97	77
"ENSG00000196437.12"	116	71	109	109	56	69	87	59
"ENSG00000267419.5"	3	1	0	1	2	1	0	2
"ENSG00000171970.14"	34	28	29	37	31	33	29	24
"ENSG00000171827.11"	49	23	46	32	40	53	48	39
"ENSG00000180479.14"	44	41	33	47	35	65	53	29
"ENSG00000180938.6"	3	4	7	2	1	8	0	2
"ENSG00000189144.15"	48	37	24	26	23	26	16	29
"ENSG00000105732.13"	642	634	698	730	475	531	445	480
"ENSG00000176472.11"	70	73	50	88	61	58	53	48
"ENSG00000124444.16"	201	278	336	323	251	287	281	240
"ENSG00000161551.15"	92	95	88	67	77	74	72	58
"ENSG00000258405.11"	56	39	59	42	32	35	27	44
"ENSG00000218891.5"	615	603	771	699	692	887	860	819
"ENSG00000213015.9"	934	1127	1282	1224	1062	1277	1166	1131
"ENSG00000171425.10"	229	247	305	323	382	430	401	348
"ENSG00000018869.18"	5	8	8	8	6	27	13	15
"ENSG00000198440.9"	85	56	65	72	107	101	99	71
"ENSG00000171574.19"	304	267	263	309	239	267	228	237
"ENSG00000196967.11"	137	82	125	114	153	143	125	104
"ENSG00000245680.11"	123	111	122	104	115	135	135	136
"ENSG00000083828.16"	143	88	112	116	123	111	102	81
"ENSG00000198466.12"	902	648	796	668	538	546	471	503
"ENSG00000269343.9"	234	181	199	166	149	171	141	170
"ENSG00000223965.2"	1	0	0	0	0	0	0	0
"ENSG00000164048.14"	104	91	70	98	50	95	102	64
"ENSG00000166716.10"	1168	1011	1031	966	770	889	818	770
"ENSG00000142684.9"	247	276	346	347	424	436	478	435
"ENSG00000236782.8"	3	14	7	4	2	5	10	2
"ENSG00000180626.10"	132	120	110	132	98	103	99	113
"ENSG00000272602.6"	82	54	68	112	46	31	39	39
"ENSG00000172748.14"	50	50	40	46	48	45	42	41
"ENSG00000167981.7"	57	69	80	54	54	73	66	47
"ENSG00000167962.15"	1309	1327	1493	1424	967	1179	1098	1049
"ENSG00000153896.19"	99	81	109	95	62	72	63	74
"ENSG00000189190.11"	58	61	69	69	54	73	69	55
"ENSG00000219392.3"	3	2	1	4	4	1	1	0
"ENSG00000216901.1"	2	2	1	0	0	2	7	3
"ENSG00000196458.11"	288	257	261	277	365	397	339	339
"ENSG00000166704.13"	132	120	183	152	120	114	107	112
"ENSG00000198182.13"	117	115	89	137	57	86	115	81
"ENSG00000168916.16"	33	32	60	37	15	20	13	36
"ENSG00000180357.10"	1420	1170	1200	1186	1013	1056	1030	1052
"ENSG00000167554.15"	6	2	1	0	11	5	17	10
"ENSG00000213020.10"	157	114	116	92	96	109	90	92
"ENSG00000176024.18"	65	57	51	53	55	76	74	56
"ENSG00000142556.19"	214	158	174	192	162	222	167	123
"ENSG00000197619.15"	84	94	110	97	69	87	96	92
"ENSG00000204611.7"	160	110	152	122	126	167	149	137
"ENSG00000157657.15"	1098	896	910	907	378	431	402	439
"ENSG00000177873.14"	128	100	124	121	76	104	76	84
"ENSG00000177842.12"	35	31	37	28	17	19	24	14
"ENSG00000172888.12"	819	620	643	639	496	612	463	524
"ENSG00000173545.5"	703	642	735	809	1214	1384	1338	1256
"ENSG00000183309.12"	80	150	219	111	45	78	123	61
"ENSG00000276340.4"	577	391	370	533	442	495	379	432
"ENSG00000197566.10"	77	51	62	53	41	37	45	26
"ENSG00000257591.6"	22	12	14	14	23	23	18	15
"ENSG00000213297.8"	62	0	28	35	72	35	83	21
"ENSG00000188171.17"	1	2	0	1	0	0	0	0
"ENSG00000198551.10"	162	169	180	192	134	159	150	160
"ENSG00000197483.10"	241	267	278	270	206	275	209	238
"ENSG00000102870.6"	917	883	939	952	893	976	913	910
"ENSG00000221994.12"	17	31	25	24	21	35	24	18
"ENSG00000075292.19"	1932	1526	1712	1618	1226	1438	1290	1192
"ENSG00000121864.10"	610	514	668	617	307	392	341	310
"ENSG00000167528.13"	86	86	104	80	119	158	116	118
"ENSG00000122482.22"	920	812	905	886	618	722	699	525
"ENSG00000167395.10"	678	632	654	652	468	621	470	589
"ENSG00000179930.6"	5	0	2	0	2	1	0	1
"ENSG00000198093.11"	70	57	56	69	55	60	46	51
"ENSG00000198740.9"	378	274	314	313	246	232	259	212
"ENSG00000161914.10"	120	115	122	184	86	95	105	77
"ENSG00000175105.8"	359	292	320	317	333	373	297	379
"ENSG00000197343.11"	1242	1012	1085	1099	814	980	776	787
"ENSG00000274349.5"	143	72	104	107	80	104	86	103
"ENSG00000198416.10"	37	41	41	19	26	16	17	20
"ENSG00000160229.13"	270	188	167	131	153	180	127	183
"ENSG00000275050.4"	0	1	4	1	0	0	0	1
"ENSG00000280661.2"	10	6	12	6	0	3	1	4
"ENSG00000182983.15"	3	0	3	3	2	0	0	2
"ENSG00000179195.16"	2412	2015	2202	2249	1438	1617	1516	1445
"ENSG00000197497.11"	52	62	57	53	46	23	36	36
"ENSG00000198046.13"	149	104	138	107	145	164	130	126
"ENSG00000167394.13"	381	379	452	480	480	617	528	498
"ENSG00000188295.15"	120	68	95	93	53	91	64	52
"ENSG00000277462.2"	46	47	53	50	41	35	27	23
"ENSG00000135747.11"	17	11	16	22	6	12	4	6
"ENSG00000083814.13"	74	100	91	82	70	98	76	50
"ENSG00000171161.13"	575	637	603	646	466	542	458	467
"ENSG00000251192.8"	42	56	68	58	65	79	79	47
"ENSG00000197372.10"	153	108	108	115	70	96	90	66
"ENSG00000196109.9"	0	3	2	0	0	0	0	1
"ENSG00000197928.11"	4	3	3	1	1	3	0	3
"ENSG00000181450.18"	173	123	152	135	62	86	76	51
"ENSG00000173041.12"	157	147	164	125	66	90	72	59
"ENSG00000196172.9"	61	56	38	37	21	26	23	13
"ENSG00000197124.12"	3	4	4	13	8	7	13	8
"ENSG00000117010.17"	39	41	52	57	24	18	27	21
"ENSG00000143373.18"	641	592	628	580	532	631	565	571
"ENSG00000229809.9"	93	126	161	148	71	121	106	99
"ENSG00000156853.13"	304	271	286	315	183	183	153	163
"ENSG00000198429.10"	59	56	44	44	43	84	53	54
"ENSG00000164011.18"	128	143	115	121	91	112	98	90
"ENSG00000171163.16"	369	455	396	363	303	376	311	344
"ENSG00000197472.15"	46	68	50	52	5	6	12	8
"ENSG00000185730.8"	234	202	241	247	217	223	205	196
"ENSG00000143067.5"	225	173	188	179	166	236	180	190
"ENSG00000196110.8"	102	106	114	116	177	146	179	117
"ENSG00000147789.16"	286	294	276	348	238	276	251	253
"ENSG00000187792.5"	213	183	218	201	169	189	149	156
"ENSG00000196757.8"	256	201	231	210	137	140	117	123
"ENSG00000167562.14"	65	43	44	31	41	43	35	36
"ENSG00000242779.8"	3	2	2	0	0	0	2	3
"ENSG00000183779.7"	1784	1844	2049	2072	1637	1820	1652	1619
"ENSG00000164684.13"	4	2	2	1	0	0	0	3
"ENSG00000196946.11"	2	0	0	0	0	4	0	0
"ENSG00000215372.6"	2	0	0	0	0	0	0	0
"ENSG00000274195.2"	0	0	1	0	1	0	0	0
"ENSG00000120963.12"	888	892	991	1008	539	620	617	538
"ENSG00000274352.4"	202	239	270	232	205	264	237	223
"ENSG00000182141.10"	149	101	125	117	103	121	73	107
"ENSG00000242852.7"	8	32	50	41	33	35	0	26
"ENSG00000197951.10"	250	248	281	255	232	268	233	230
"ENSG00000140548.10"	315	359	333	355	238	284	248	229
"ENSG00000178665.16"	75	25	60	40	18	43	34	25
"ENSG00000160352.16"	574	468	535	538	131	151	148	141
"ENSG00000182111.9"	3	1	1	1	2	2	2	6
"ENSG00000227124.11"	54	64	62	72	63	80	78	71
"ENSG00000250312.8"	187	166	203	182	100	110	91	97
"ENSG00000182903.16"	402	323	389	393	249	362	335	237
"ENSG00000241149.4"	1	6	4	2	0	7	1	2
"ENSG00000196081.10"	76	61	47	50	11	9	14	9
"ENSG00000213967.12"	5	9	3	3	3	9	8	4
"ENSG00000214652.6"	0	0	0	0	0	0	0	0
"ENSG00000183850.14"	35	16	20	29	3	7	10	3
"ENSG00000227671.5"	126	117	106	78	70	81	82	60
"ENSG00000186777.12"	5	2	4	0	0	6	1	4
"ENSG00000234444.10"	218	171	231	224	84	128	84	90
"ENSG00000237440.9"	31	23	29	44	25	32	23	34
"ENSG00000172687.14"	185	154	157	164	77	90	62	70
"ENSG00000185252.19"	244	222	263	233	147	185	197	140
"ENSG00000139651.11"	622	524	546	572	389	447	392	365
"ENSG00000181220.18"	566	532	602	593	555	560	565	620
"ENSG00000169955.8"	61	76	55	65	42	76	54	39
"ENSG00000186230.7"	185	147	150	168	86	121	109	112
"ENSG00000141579.7"	0	1	0	3	2	10	0	0
"ENSG00000162086.16"	387	308	308	263	249	249	237	230
"ENSG00000258212.1"	1	0	0	0	0	0	0	2
"ENSG00000288393.1"	1	2	0	0	0	0	0	1
"ENSG00000186376.15"	161	159	178	127	112	148	121	129
"ENSG00000065029.15"	335	376	437	401	290	335	277	304
"ENSG00000160336.17"	167	155	147	145	175	148	141	113
"ENSG00000197054.12"	5	7	1	6	5	2	14	7
"ENSG00000169951.10"	166	202	215	192	145	190	159	174
"ENSG00000196417.13"	162	146	155	142	157	163	127	96
"ENSG00000196214.11"	168	153	181	151	156	202	148	146
"ENSG00000133624.15"	22	19	15	21	16	9	16	19
"ENSG00000169957.10"	742	766	919	841	474	508	557	484
"ENSG00000175691.9"	84	88	93	94	63	95	74	88
"ENSG00000198146.4"	1198	938	1080	1094	815	857	843	694
"ENSG00000179965.12"	274	294	369	380	353	392	391	311
"ENSG00000197128.13"	230	205	196	239	209	234	215	213
"ENSG00000152439.13"	106	94	85	86	80	148	110	86
"ENSG00000196391.11"	96	79	82	95	90	123	111	101
"ENSG00000196456.13"	103	137	172	157	80	98	91	96
"ENSG00000152443.13"	301	275	345	271	222	282	219	206
"ENSG00000196453.8"	444	482	535	459	383	405	374	357
"ENSG00000170100.14"	189	150	206	203	159	185	155	167
"ENSG00000280568.2"	267	237	233	223	241	273	216	220
"ENSG00000281601.5"	265	247	248	218	221	287	203	234
"ENSG00000196381.13"	4	1	9	5	3	10	6	9
"ENSG00000196597.13"	63	60	70	54	42	56	40	38
"ENSG00000204946.10"	201	202	229	179	206	214	214	255
"ENSG00000179922.6"	109	122	124	140	79	109	107	83
"ENSG00000197162.10"	139	124	120	136	100	113	99	75
"ENSG00000197362.15"	127	118	138	146	82	127	123	111
"ENSG00000142409.6"	660	755	900	836	569	656	670	603
"ENSG00000198556.14"	173	161	154	142	100	137	132	106
"ENSG00000196152.10"	43	49	61	52	66	85	89	61
"ENSG00000197863.9"	26	20	32	19	36	36	36	30
"ENSG00000173875.14"	408	327	391	408	399	430	445	378
"ENSG00000180884.10"	79	43	55	57	48	55	47	44
"ENSG00000188227.14"	50	43	54	46	42	57	42	38
"ENSG00000196466.10"	47	27	27	39	32	35	23	23
"ENSG00000278129.2"	299	239	291	210	170	194	161	192
"ENSG00000174255.8"	15	1	7	10	3	8	5	17
"ENSG00000048405.11"	443	376	445	383	350	422	338	328
"ENSG00000170396.9"	158	100	136	107	77	82	74	68
"ENSG00000204524.7"	169	138	175	153	133	153	149	109
"ENSG00000248830.1"	0	0	0	0	1	0	1	0
"ENSG00000198482.14"	88	63	80	75	55	59	72	58
"ENSG00000197779.15"	158	161	140	139	175	153	175	179
"ENSG00000224689.12"	0	1	0	0	0	0	0	0
"ENSG00000198346.11"	67	42	46	50	34	50	44	35
"ENSG00000204514.11"	255	260	261	258	194	216	201	215
"ENSG00000235944.11"	21	39	36	36	59	45	40	38
"ENSG00000180257.14"	44	48	40	41	26	45	36	35
"ENSG00000221874.4"	8	0	0	0	0	3	3	4
"ENSG00000269001.5"	3	0	0	1	1	0	1	2
"ENSG00000102984.15"	99	78	92	83	83	74	86	80
"ENSG00000197933.13"	66	70	45	61	53	26	44	30
"ENSG00000151612.18"	929	809	779	781	699	794	709	709
"ENSG00000185869.15"	75	49	89	43	42	46	28	40
"ENSG00000167766.21"	479	385	442	366	281	355	275	298
"ENSG00000198783.6"	224	243	286	299	167	182	151	151
"ENSG00000267343.3"	6	3	2	5	1	0	1	0
"ENSG00000127903.14"	0	0	0	0	0	0	2	0
"ENSG00000196267.14"	44	43	60	47	42	62	54	41
"ENSG00000152475.7"	54	59	43	46	80	109	89	64
"ENSG00000022976.16"	415	342	356	383	240	315	302	270
"ENSG00000198040.11"	489	437	468	376	278	382	310	299
"ENSG00000197608.12"	167	131	160	136	167	158	134	140
"ENSG00000176723.10"	7	9	4	13	11	15	24	16
"ENSG00000223547.10"	6	2	4	3	3	9	5	6
"ENSG00000213799.13"	109	104	114	110	74	104	96	83
"ENSG00000196605.7"	66	58	52	67	68	94	73	68
"ENSG00000198153.8"	0	0	0	0	0	0	0	0
"ENSG00000105750.15"	85	64	59	57	0	0	7	9
"ENSG00000278091.4"	32	29	30	37	31	25	25	9
"ENSG00000267041.6"	78	79	75	80	34	87	54	42
"ENSG00000178917.17"	15	18	29	23	22	20	14	11
"ENSG00000281626.4"	27	19	15	13	7	8	19	8
"ENSG00000236609.4"	37	44	57	46	33	24	41	15
"ENSG00000197385.6"	31	21	24	16	13	17	19	17
"ENSG00000106479.11"	265	231	213	211	280	315	273	300
"ENSG00000261221.4"	757	742	921	806	722	850	742	758
"ENSG00000181666.19"	227	239	245	216	273	324	273	249
"ENSG00000198155.6"	23	17	23	22	10	10	12	7
"ENSG00000257446.4"	0	2	3	0	0	3	0	1
"ENSG00000234284.7"	16	15	24	19	21	14	13	8
"ENSG00000221923.9"	0	0	0	1	2	1	3	2
"ENSG00000228623.9"	228	205	199	156	176	204	163	166
"ENSG00000267500.1"	34	21	27	31	3	3	2	3
"ENSG00000213793.6"	73	62	92	78	43	58	31	42
"ENSG00000159904.13"	1	4	7	3	6	2	7	8
"ENSG00000214029.6"	178	123	138	153	92	132	97	90
"ENSG00000213988.11"	17	18	17	18	6	9	14	7
"ENSG00000241738.1"	4	0	0	2	0	0	0	0
"ENSG00000233782.1"	0	0	0	1	0	1	0	0
"ENSG00000167232.14"	265	203	196	211	239	265	251	229
"ENSG00000146757.14"	153	131	172	131	73	94	84	49
"ENSG00000184635.16"	60	38	72	52	18	20	21	15
"ENSG00000251046.2"	2	1	4	3	5	6	3	3
"ENSG00000213973.10"	0	4	0	0	2	0	0	0
"ENSG00000124201.15"	1718	1611	1631	1579	2514	2639	2523	2425
"ENSG00000172785.19"	536	456	490	508	467	411	433	321
"ENSG00000136682.16"	452	473	505	489	455	536	506	443
"ENSG00000196873.16"	332	427	404	397	280	416	399	372
"ENSG00000147996.17"	657	583	785	733	722	837	774	725
"ENSG00000215126.11"	113	98	71	84	73	99	96	67
"ENSG00000106400.12"	819	898	1068	1094	1577	1725	1755	1695
"ENSG00000174276.7"	289	331	383	408	318	436	389	395
"ENSG00000278574.4"	108	408	241	173	126	150	84	111
"ENSG00000273611.5"	217	0	217	230	129	118	202	127
"ENSG00000117174.11"	540	576	656	548	557	716	630	579
"ENSG00000173465.8"	347	385	476	460	379	437	435	410
"ENSG00000186187.12"	740	787	876	916	583	633	624	544
"ENSG00000180233.11"	330	309	314	306	124	122	144	113
"ENSG00000237004.4"	115	87	98	114	78	59	71	100
"ENSG00000225264.3"	26	32	17	22	13	13	22	18
"ENSG00000183579.16"	299	180	256	246	184	196	152	161
"ENSG00000105428.6"	0	0	0	0	0	0	0	0
"ENSG00000149506.12"	0	0	2	0	0	1	0	0
"ENSG00000188372.15"	8	7	6	7	4	10	5	2
"ENSG00000186075.13"	0	0	0	0	0	0	1	0
"ENSG00000170044.9"	12	9	17	2	26	15	15	18
"ENSG00000236155.8"	0	1	0	0	0	0	1	0
"ENSG00000109917.11"	676	675	731	700	734	850	760	710
"ENSG00000219565.2"	0	0	0	0	0	1	0	0
"ENSG00000019995.6"	1452	1239	1470	1511	1186	1353	1202	1020
"ENSG00000132485.14"	1584	1513	1707	1621	1437	1525	1325	1250
"ENSG00000121988.18"	186	130	155	154	79	96	93	111
"ENSG00000169249.14"	161	184	198	184	166	197	184	169
"ENSG00000152467.10"	0	0	0	0	1	0	0	1
"ENSG00000158691.15"	305	250	271	246	122	139	100	127
"ENSG00000219891.4"	1	0	0	0	0	0	0	0
"ENSG00000196812.6"	60	65	86	74	39	48	40	35
"ENSG00000121413.13"	211	248	254	261	404	502	483	477
"ENSG00000176371.14"	87	83	87	112	73	86	61	66
"ENSG00000121903.15"	224	169	162	197	160	217	162	168
"ENSG00000166529.16"	76	79	76	76	48	77	71	87
"ENSG00000182318.6"	136	110	125	107	90	126	79	99
"ENSG00000187987.10"	17	15	13	13	20	22	13	22
"ENSG00000197037.11"	235	198	240	222	202	226	188	201
"ENSG00000197062.12"	234	209	223	202	207	187	204	180
"ENSG00000140265.14"	463	419	457	414	280	372	278	299
"ENSG00000186814.14"	303	285	275	260	319	352	347	302
"ENSG00000235109.8"	36	30	31	22	22	28	19	24
"ENSG00000140987.21"	175	165	173	181	230	209	246	229
"ENSG00000180532.12"	0	0	0	0	0	0	0	0
"ENSG00000131848.10"	24	35	32	33	24	25	27	32
"ENSG00000204532.9"	0	0	2	0	0	0	0	0
"ENSG00000267908.2"	0	0	0	0	0	0	0	0
"ENSG00000137185.13"	191	173	212	183	126	139	133	136
"ENSG00000168612.5"	216	211	207	201	171	197	201	177
"ENSG00000163012.4"	0	0	0	0	0	0	1	0
"ENSG00000132801.7"	76	74	81	74	99	103	83	78
"ENSG00000132003.10"	275	320	276	287	295	253	355	350
"ENSG00000288360.1"	36	0	0	53	99	180	38	48
"ENSG00000162415.7"	19	23	10	14	15	14	18	23
"ENSG00000248958.2"	0	0	0	0	0	0	0	2
"ENSG00000130449.6"	602	586	540	594	569	735	642	634
"ENSG00000214941.8"	141	131	96	113	80	114	81	114
"ENSG00000214655.11"	2174	1903	1990	2014	2666	2706	2624	2898
"ENSG00000185453.13"	437	435	484	479	329	347	323	352
"ENSG00000153975.10"	184	153	192	168	154	163	160	149
"ENSG00000086827.9"	660	633	679	637	305	403	369	292
"ENSG00000174442.12"	1624	1402	1573	1481	464	576	513	438
"ENSG00000122952.17"	1832	1838	2142	2151	230	278	226	220
"ENSG00000198205.7"	118	106	101	86	107	116	109	115
"ENSG00000198455.5"	475	406	446	417	324	381	358	359
"ENSG00000070476.15"	653	527	560	511	417	518	429	428
"ENSG00000203995.10"	109	64	77	93	14	20	27	22
"ENSG00000162378.13"	999	860	916	935	1027	1041	1076	935
"ENSG00000285443.2"	9979	9971	10978	10814	13597	15668	14646	14318
"ENSG00000074755.15"	1431	1243	1123	1180	1224	1351	1164	1332
"ENSG00000036549.13"	1127	934	1016	1009	805	857	822	679
"ENSG00000267303.1"	0	0	89	0	0	17	0	21
"ENSG00000288637.1"	14	1	0	3	8	10	54	2
"ENSG00000250644.3"	1322	1385	1355	1368	2019	2371	2222	2142
"ENSG00000268173.3"	7	7	22	12	0	7	0	0
"ENSG00000215861.9"	87	90	123	124	164	164	170	169
"ENSG00000286190.2"	1109	1230	1414	1410	1578	1714	1701	1592
"ENSG00000288673.1"	1273	1260	1243	1175	1397	1461	1330	1625
"ENSG00000285082.3"	20	20	14	14	35	25	36	25
"ENSG00000286112.1"	67	10	25	34	11	4	0	12
"ENSG00000284526.1"	890	770	983	945	934	1085	1023	850
"ENSG00000287856.1"	40	37	28	36	34	25	37	19
"ENSG00000289694.1"	3970	3514	4412	4403	3728	3814	3384	3061
"ENSG00000216906.2"	12	7	9	7	1	6	1	2
"ENSG00000273154.3"	80	61	113	119	37	75	54	56
"ENSG00000290263.1"	13	15	29	27	0	24	3	0
"ENSG00000285125.1"	6	17	7	12	44	5	32	31
"ENSG00000256861.1"	0	0	0	0	0	0	0	0
"ENSG00000254818.1"	63	59	54	57	60	64	74	63
"ENSG00000270890.1"	8	13	11	9	7	11	9	4
"ENSG00000259562.2"	10	12	6	10	6	3	3	3
"ENSG00000275318.1"	14	8	9	4	7	7	13	3
"ENSG00000255339.6"	20	19	17	21	23	38	14	46
"ENSG00000290230.1"	11	13	26	12	17	46	23	26
"ENSG00000196656.7"	2214	1972	2684	2553	2314	2552	2459	2077
"ENSG00000216775.5"	88	73	54	79	22	41	39	38
"ENSG00000280537.2"	16	11	16	20	12	15	1	9
"ENSG00000269374.1"	11	15	10	10	8	10	3	10
"ENSG00000273763.4"	22	14	16	9	10	13	7	9
"ENSG00000249773.3"	7	9	0	0	7	8	12	23
"ENSG00000269896.2"	21	12	3	13	14	19	17	19
"ENSG00000257767.3"	0	0	0	0	0	0	0	0
"ENSG00000285072.2"	25	20	19	20	13	16	12	12
"ENSG00000268790.5"	85	48	50	81	103	90	70	69
"ENSG00000250461.1"	17	16	20	24	7	3	4	4
"ENSG00000283782.2"	360	267	313	221	247	353	314	126
"ENSG00000272617.3"	65	84	63	66	52	44	12	63
"ENSG00000188897.10"	9	3	4	5	5	10	6	4
"ENSG00000270533.2"	9	14	13	12	11	19	18	19
"ENSG00000266885.2"	46	35	43	40	39	42	39	34
"ENSG00000282034.2"	1191	1033	991	1081	868	925	663	756
"ENSG00000260007.3"	134	52	74	87	25	19	19	35
"ENSG00000288604.1"	16	14	24	12	25	21	28	40
"ENSG00000275740.1"	101	71	68	68	66	117	70	108
"ENSG00000227992.1"	14	7	10	8	8	8	7	8
"ENSG00000273673.2"	4052	3809	4622	4608	4217	4826	5155	4109
"ENSG00000244480.1"	6	5	3	3	11	9	3	16
"ENSG00000289701.1"	33	44	74	38	66	56	66	62
"ENSG00000262633.2"	155	121	115	107	175	176	160	148
"ENSG00000285253.1"	62	68	55	57	43	38	41	44
"ENSG00000284691.1"	31	20	29	37	19	36	34	25
"ENSG00000285502.1"	18	0	67	9	8	8	0	0
"ENSG00000167774.2"	0	13	32	0	0	5	29	14
"ENSG00000242615.1"	21	8	32	12	20	20	27	21
"ENSG00000286215.1"	23	25	33	42	18	27	13	15
"ENSG00000285816.1"	6	25	15	7	37	24	29	47
"ENSG00000237550.7"	76	152	14	43	229	163	61	8
"ENSG00000255663.1"	40	46	46	65	52	50	27	38
"ENSG00000281487.1"	29	15	24	23	14	24	12	7
"ENSG00000228463.10"	95	59	67	71	78	87	68	78
"ENSG00000239920.2"	110	100	114	81	38	44	50	67
"ENSG00000255639.3"	42	55	141	148	55	68	117	107
"ENSG00000227080.2"	28	25	40	35	9	14	12	16
"ENSG00000288031.1"	28	30	21	19	13	26	11	11
"ENSG00000237846.1"	28	27	28	29	43	32	44	42
"ENSG00000267228.7"	15	33	58	40	32	0	11	14
"ENSG00000260342.2"	104	107	121	90	80	70	46	106
"ENSG00000288721.1"	12	14	26	29	14	13	6	37
"ENSG00000180015.12"	17	6	13	14	20	14	8	17
"ENSG00000283886.3"	87	70	110	102	85	93	107	101
"ENSG00000285043.3"	767	742	848	793	662	773	710	578
"ENSG00000227775.3"	96	115	122	78	82	65	70	106
"ENSG00000291306.1"	20	19	35	24	10	37	25	18
"ENSG00000249741.2"	4	4	10	4	12	12	9	8
"ENSG00000286185.1"	26	8	2	0	25	24	17	18
"ENSG00000289697.1"	0	14	23	10	21	48	32	25
"ENSG00000261905.1"	23	16	4	7	27	40	39	14
"ENSG00000266086.3"	176	139	217	129	76	160	64	63
"ENSG00000258989.1"	35	26	36	27	25	19	23	24
"ENSG00000257921.6"	0	6	19	30	32	28	29	3
"ENSG00000283149.1"	33	31	33	85	0	0	0	25
"ENSG00000243302.3"	468	352	323	272	275	270	253	242
"ENSG00000256500.6"	331	298	204	301	423	375	511	325
"ENSG00000235859.5"	34	21	42	21	4	16	5	0
"ENSG00000273748.1"	33	41	33	36	30	18	35	28
"ENSG00000224431.1"	15	5	10	4	9	12	5	11
"ENSG00000284512.1"	15	14	10	10	3	6	1	8
